date,time,location,airline_operator,flight_no,route,aircraft_type,all_aboard,passengers_aboard,crew_aboard,total_fatalities,passenger_fatalities,crew_fatalities,summary,date_time,country,city,superficie,category,brand,survivors,survival_rate,year,fatality_index
1999-12-22,18:38:00,"Great Hallingbury, United Kingdom",KOREAN AIR,8509,"London, England - Milan, Italy",Boeing 747-2B5F,4.0,0.0,4.0,4,0.0,4.0,"Shortly after taking off the ADI comparator alarm sounded three times. Shortly afterwards, the warning sounded a further two times. As the captain initiated a procedural turn to the left, the comparator warning sounded 9 more times.. The aircraft then banked left progressively and entered a descent until it struck the ground in a 40 degree nose down attitude at a high rate of speed. The pilots did not respond appropriately to the comparator warnings during the climb after takeoff from Stansted despite prompts from the flight engineer. The commander, as the handling pilot, maintained a left roll control input, rolling the aircraft to approximately 90 of left bank and there was no control input to correct the pitch attitude throughout the turn. The first officer either did not monitor the aircraft attitude during the climbing turn or, having done so, did not alert the commander to the extreme unsafe attitude that developed.",1999-12-22 18:38:00,United Kingdom,Great Hallingbury,False,passenger,Boeing,0.0,0.0,1999,1.0
1999-12-24,,"Amritsar, India / Kandahar, Afghanistan",INDIAN AIRLINES,814,Kathmandu - New Delhi,Airbus A300B2-101,189.0,174.0,15.0,1,0.0,1.0,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",,Afghanistan,"Amritsar, India / Kandahar",False,passenger,Airbus,188.0,0.9947089947089947,1999,0.005291005291005291
1999-12-25,20:15:00,"Bejuma, Venezuela",CUBANA DE AVIACION,310,Havana - Valencia,Yakovlev YAK-42D,22.0,12.0,10.0,22,12.0,10.0,"While on approach, after circling for 40 minutes and 5 miles from Valencia Airport,  the aircraft crashed into the Tocuyito mountain range and exploded in flames. The airport at Valencia was being used as operations at Simon Bolivar International Airport, Caracas had been disrupted by flooding in the region.",1999-12-25 20:15:00,Venezuela,Bejuma,False,passenger,Yakovlev,0.0,0.0,1999,1.0
1999-12-25,15:02:00,"Near Simara, Nepal",SKYLINE AIRWAYS,,Simara - Kathmandu,de Havilland Canada DHC-6 Twin Otter,10.0,7.0,3.0,10,7.0,3.0,The aircraft crashed 5 minutes after taking off from Simara.  The aircraft was observed not following the usual route into the mountains.,1999-12-25 15:02:00,Nepal,Near Simara,False,passenger,De Havilland,0.0,0.0,1999,1.0
1999-12-29,,"Near Zonguldak, Turkey",ECUATO GUINEANA DE AVIACION,,"Kiev, Russia - Tehran, Iran",Antonov 28,6.0,4.0,2.0,6,4.0,2.0,While on a positioning flight the aircraft crashed into the Black Sea after stating they were diverting to Ankara Turkey.,,Turkey,Near Zonguldak,False,passenger,Antonov,0.0,0.0,1999,1.0
2000-01-05,,"Abuja, Nigeria",SKYPOWER EXPRESS AIRWAYS,,Lagos - Abuja,Embraer 110P1A Bandeirante,16.0,13.0,3.0,1,1.0,0.0,During a visual approach the aircraft stalled and pancaked 400 ft. short of the runway.,,Nigeria,Abuja,False,passenger,Embraer,15.0,0.9375,2000,0.0625
2000-01-10,17:54:00,"Niederhasli, Switzerland",CROSSAIR,498,Zürich - Dresden,Saab 340B,10.0,7.0,3.0,10,7.0,3.0,"The aircraft crashed shortly after taking off, 8 km from the airport in light rain. After departing, the captain turned the aircraft to the right instead of to the left. The first officer advised the captain he should be turning left and ATC also asked about the direction taken. ATC then cleared the aircraft for a right turn. Soon after, the pitch decreased rapidly accompanied by a marked speed increase and plane entered a high speed, high-rate, spiral descent and crashed into an open field. The flight crew reacted inappropriately to the change in departure clearance SID ZUE 1Y by ATC. The first officer made an entry in the FMS, without being instructed to do so by the commander, which related to the change to the SID ZUE 1 standard instrument departure. In doing so, he omitted to select a turn direction. The captain dispensed with use of the autopilot under instrument flight conditions and during the work-intensive climb phase of the flight. The captain took the aircraft into a spiral dive to the right because, with a probability bordering on certainty, he had lost spatial orientation. The first officer took only inadequate measures to prevent or recover from the spiral dive. The commander was not systematically acquainted by Crossair with the specific features of western systems and cockpit procedures. Specifically both pilots  had trained in the Soviet Union, where the attitude indicator works differently. Theirs show an icon of the airplane changing position in front of a fixed horizon, mimicking what an observer outside the plane would see if there was daylight; but western type indicators show a fixed airplane icon and an artificial horizon changing position, mimicking what the pilot would see.  Consequently the diagonal line on the display is angled the same way for a right turn on one type as for a left turn on the other type.",2000-01-10 17:54:00,Switzerland,Niederhasli,False,passenger,Saab,0.0,0.0,2000,1.0
2000-01-13,12:38:00,"Off Marsa el-Brega, Libya",AVISTO,,Tripoli IAP - Marsa el-Brega,Shorts 360-300,41.0,38.0,3.0,22,21.0,1.0,"The aircraft was on a flight from Tripoli to Marsa el-Brega Libya ferrying oil workers. As the twin engine plane approached Marsa El-Brega, the crew experienced a double engine failure and ditched into the sea. Failure of the crew to use the anti-icing system which led to the ingestion of melting ice into both engines causing failure of both engines.",2000-01-13 12:38:00,Libya,Off Marsa el-Brega,False,passenger,other,19.0,0.46341463414634143,2000,0.5365853658536586
2000-01-15,13:10:00,"San Jose, Costa Rica",TACA,,San Jose - Tortuguero,Let 410UVP-E,20.0,17.0,3.0,5,4.0,1.0,The aircraft was not able to maintain altitude after taking off and crashed into a house. The aircraft was overloaded. Lack of safety instruction to passengers. Flaps not properly selected. Took off without clearance.,2000-01-15 13:10:00,Costa Rica,San Jose,False,passenger,other,15.0,0.75,2000,0.25
2000-01-30,21:08:00,"Off Abidjan, Ivory Coast",KENYA AIRWAYS,431,Abidjan - Lagos,AirbusA310-304,179.0,169.0,10.0,169,159.0,10.0,"The aircraft crashed into the Atlantic Ocean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",2000-01-30 21:08:00,other,Off Abidjan,False,passenger,other,10.0,0.05586592178770955,2000,0.9441340782122905
2000-01-31,16:21:00,"Off Point Mugu, California",ALASKA AIRLINES,261,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,88.0,83.0,5.0,88,83.0,5.0,"The aircraft crashed into the Pacific Ocean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed.",2000-01-31 16:21:00,United States,Off Point Mugu,False,passenger,Douglas Aircraft Company,0.0,0.0,2000,1.0
2000-02-02,,"Tehran, Iran",MILITARY - ISLAMIC REPUBLIC OF IRAN AIR FORCE,,Training,Lockheed C-130 Hercules,8.0,,,8,,,Crashed on take off.,,Iran,Tehran,False,military,Lockheed Martin,0.0,0.0,2000,1.0
2000-02-16,19:50:00,"Sacramento, California",EMERY WORLDWIDE,17,"Sacramento, CA - Dayton, OH",McDonnell Douglas DC-8-71F,3.0,0.0,3.0,3,0.0,3.0,The cargo plane lost altitude after taking off and crashed into a auto salvage yard and burned. A loss of pitch control resulting from the disconnection of the right elevator control tab. The disconnection was caused by the failure to properly secure and inspect the attachment bolt.,2000-02-16 19:50:00,United States,Sacramento,False,passenger,Douglas Aircraft Company,0.0,0.0,2000,1.0
2000-03-05,18:11:00,"Burbank, Calilfornia",SOUTHWEST AIRLINES,1455,Las Vegas - Burbank,Boeing B-737-3T5,142.0,137.0,5.0,0,0.0,0.0,"While attempting to land at Burbank Airport, the plane overran the runway, collided with a metal blast fence and an airport perimeter wall and came to rest on a city street near a gas station. The plane touched down at 182 knots, 2,150 feet past the runway threshold, too fast and too far down the runway for the plane to stop in time.  In the accident sequence,  the nose gear collapsed, the forward service door (1R) escape slide inflated inside the airplane and  the forward dual flight attendant jumpseat, which was occupied by two flight attendants, partially collapsed. Two passengers sustained serious injuries and 41 passengers and the captain sustained minor injuries. The flightcrew's excessive airspeed and flight path angle during the approach and landing and its failure to abort the approach when stabilized approach criteria were not met. Contributing to the accident was the controller's positioning of the airplane in such a manner as to leave no safe options for the flightcrew other than a go-around maneuver.",2000-03-05 18:11:00,United States,Burbank,False,passenger,Boeing,142.0,1.0,2000,0.0
2000-03-09,08:40:00,"Moscow, Russia",VOLOGODSKIYE AIRLINES,,Moscow - Kiev,Yakovlev YAK-40,9.0,4.0,5.0,9,4.0,5.0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",2000-03-09 08:40:00,Russia,Moscow,False,passenger,Yakovlev,0.0,0.0,2000,1.0
2000-03-17,09:30:00,"Near Kuna Yala, Panama",AEROPERLAS,,Panama City - Puerto Obaldia,de Havilland Canada DHC-6 Twin Otter 300,10.0,8.0,2.0,10,8.0,2.0,"Crashed into a jungle mountainside 15 miles short of its destination while en route. The wreckage was found at the 2,500 ft. level of a 2,790 ft. mountain.  Weather was poor at the time.",2000-03-17 09:30:00,Panama,Near Kuna Yala,False,passenger,De Havilland,0.0,0.0,2000,1.0
2000-03-17,12:31:00,"Ennadai Lake, Canada",POINTS NORTH AIR SERVICES,,"Points North Landing, SK - Ennadai Lake",Douglas C-47A-5-DK,2.0,0.0,2.0,2,0.0,2.0,"After lifting off the cargo plane entered a steep, nose-up attitude, banked to the left, and crashed. The pilot lost control of the aircraft while conducting a go-around from a aborted landing on the ice strip.  The aircraft's center of gravity on the accident flight was beyond the aft C of G limit. The crew did not recalculate the aircraft's weight and balance for the second flight. Leaks in the heater shroud allowed carbon monoxide gas to contaminate cockpit and cabin air.",2000-03-17 12:31:00,Canada,Ennadai Lake,False,passenger,Douglas Aircraft Company,0.0,0.0,2000,1.0
2000-03-22,17:45:00,"Herreira, Spain",MILITARY - EJÉRCITO DEL AIRE,,Sevilla - Herreira,CASA 212-DE Aviocar 200,7.0,0.0,7.0,7,0.0,7.0,Crashed while attempting to land in poor weather.,2000-03-22 17:45:00,Spain,Herreira,False,military,other,0.0,0.0,2000,1.0
2000-03-24,18:04:00,"Kadirana, Sri Lanka",SKY CABS,,Bangkok - Colombo,Antonov AN-12 (freighter),8.0,0.0,8.0,6,0.0,6.0,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",2000-03-24 18:04:00,Iran,Kadirana,False,passenger,Antonov,2.0,0.25,2000,0.75
2000-03-25,,"Huambo, Angola",URALEX,,Huambo - Luanda,Antonov AN-32,33.0,29.0,4.0,3,3.0,0.0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff. Brake failure as the pilot attempted to avoid a hole in the runway.",,Angola,Huambo,False,passenger,Antonov,30.0,0.9090909090909091,2000,0.09090909090909091
2000-03-30,,"Near Anuradhapura, Sri Lanka",MILITARY - SRI LANKAN AIR FORCE,,Jaffna/Palaly AFB - Anuradhapura AFB,Antonov An-26,40.0,36.0,4.0,40,36.0,4.0,The crew reported engine trouble 10 minutes before it crashed while en route. Members of the Liberation Tigers confessed to firing missiles at the plane.,,Sri Lanka,Near Anuradhapura,False,military,Antonov,0.0,0.0,2000,1.0
2000-04-05,09:30:00,"Marianna, Florida",BANKAIR,,Opa-Locka - Marianna,Learjet 35A,3.0,0.0,3.0,3,0.0,3.0,"While on finals the training flight pitched up, the right wing dropped, and the airplane struck trees, struck wires, caught fire on a road. The pilot's failure to maintain control of the airplane while on final approach resulting in the airplane striking trees. Factors in this accident were: improper planning of the approach, and not obtaining the proper alignment with the runway.",2000-04-05 09:30:00,United States,Marianna,False,passenger,other,0.0,0.0,2000,1.0
2000-04-19,07:02:00,"Samal Island, Philippines",AIR PHILIPPINES,541,Manila - Davao,Boeing B-737-2H4,131.0,124.0,7.0,131,124.0,7.0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",2000-04-19 07:02:00,Island,Samal Island,False,passenger,Boeing,0.0,0.0,2000,1.0
2000-04-19,,"Pepa ,Congo",MILITARY - CENTRAFRICAIN AIRLINES,,"Pepa, Congo - Kigali, Rwanda",Antonov AN-8,24.0,20.0,4.0,24,20.0,4.0,"The military flight crashed after losing its engines after striking birds,unable to return to land.",,Congo,Pepa,False,military,Antonov,0.0,0.0,2000,1.0
2000-04-29,,"Bapi, Papua New Guinea",NORTH COAST AVIATION,,,Britten-Norman BN-2A-20 Islander,4.0,1.0,3.0,4,1.0,3.0,"While taking off the plane struck trees at the end of the runway, crashed and burned.",,Guinea,Bapi,False,passenger,other,0.0,0.0,2000,1.0
2000-05-02,14:39:00,"Lyon Satolas, France",NORTHERN EXECUTIVE AVIATION,4B,,Learjet 35A,5.0,3.0,2.0,2,0.0,2.0,"During a landing attempt the crew shut down No. 1 engine and declared an emergency. The plane was told to divert to Lyon Satolas. Power was applied to the remaining engine and the plane banked to the left causing the wing to touch the ground, crash and catch fire. Loss of yaw and roll control which appears to be due to the failure to monitor flight symmetry at the time of the thrust increase on the right engine.",2000-05-02 14:39:00,France,Lyon Satolas,False,passenger,other,3.0,0.6,2000,0.4
2000-05-03,,"Kurupung, Guyana",TRANS GUYANA AIRWAYS,,,Britten-Norman BN-2A-9 Islander,1.0,0.0,1.0,1,0.0,1.0,The cargo plane crashed into a cloud covered mountain.,,Guyana,Kurupung,False,passenger,other,0.0,0.0,2000,1.0
2000-05-10,20:30:00,"Kaunakakai, Hawaii",PRICE AIRCRAFT COMPANY,,Kahului - Hoolehua,Rockwell Sabreliner 65,6.0,4.0,2.0,6,4.0,2.0,While on approach the charter flight hit the ridge of a mountain. Inadequate crew coordination led to the captain's decision to discontinue the instrument approach procedure and initiate a maneuvering descent solely by visual references at night in an area of mountainous terrain. The crew failed to review the instrument approach procedure and the copilot failed to provide accurate information regarding terrain clearance and let down procedures during the instrument approach.,2000-05-10 20:30:00,United States,Kaunakakai,False,passenger,other,0.0,0.0,2000,1.0
2000-05-17,09:47:00,"Moanda, Gabon",AVIREX,,Libreville - Moanda,Beechcraft 1900C-1,10.0,8.0,2.0,3,2.0,1.0,The charter flight crashed while on approach in fog and mist.,2000-05-17 09:47:00,Gabon,Moanda,False,passenger,Beechcraft,7.0,0.7,2000,0.3
2000-05-21,11:28:00,"Near Wilkes-Barre, Pennsylvania",EXECUTIVE AIRLINES,Charter,Atlantic City - Wilkes-Barre,BAe Jetstream 3101-31,19.0,17.0,2.0,19,17.0,2.0,"The plane crashed into a heavily wood area  as it was making a second approach to Wilkes-Barre/Scranton International Airport. Visibility was poor in wind, low clouds and light rain.  While attempting the second approach, the pilot reported both engines had quit but restarted one of them before the plane crashed. Investigation revealed indications of rotation on the left engine at the time of impact but the power level was not known. The right engine and propellers exhibited little or no rotation at the time of impact. Failure of the crew to ensure an adequate supply of fuel for the flight, which led to the stoppage of the right engine due to fuel exhaustion and the intermittent stoppage of the left engine.  Failure of the crew to monitor the plane's fuel state and the flightcrews failure to maintain directional control after the initial stoppage.",2000-05-21 11:28:00,United States,Near Wilkes-Barre,False,passenger,other,0.0,0.0,2000,1.0
2000-05-25,,"Near Manila, Philippines",PHILIPPINE AIR LINES,812,Davao - Manila,Airbus A.330-301,298.0,284.0,14.0,1,1.0,0.0,"A hijacker robbed passengers, jumped out of the plane with a homemade parachute and was killed in the jump.",,Philippines,Near Manila,False,passenger,Airbus,297.0,0.9966442953020134,2000,0.003355704697986577
2000-05-31,19:05:00,"Off Whyalla, Australia",WHYALLA AIRLINES,904,Adelaide - Whyalla,Piper PA-31-350 Navajo,8.0,1.0,7.0,8,1.0,7.0,"En route and descending at Whyalla,  at 6,000 ft., the pilot transmitted a MAYDAY, reporting that both engines of the aircraft had failed, that there were eight persons on board and that he was going to have to ditch the aircraft, but was trying to reach Whyalla. Three minutes later he reported his position 15 nm off the coast of Whyalla. No further transmissions were heard from the plane and the wreckage was found in Spencer Gulf the next morning. Malfunction of both engines due to the failure of components of the engines. A fractured connecting rod in the left engine led the pilot to increase the power setting in the right engine, leading to the No. 6 piston being holed in the right engine.",2000-05-31 19:05:00,Australia,Off Whyalla,False,passenger,Piper,0.0,0.0,2000,1.0
2000-06-05,11:35:00,"Accra, Ghana",GHANA AIRLINK,200,Tamale - Accra,Fokker F-27 Friendship 600,52.0,48.0,4.0,7,7.0,0.0,"The plane made a hard landing, short of the runway and broke in two during a heavy rainstorm.",2000-06-05 11:35:00,Ghana,Accra,False,passenger,Fokker,45.0,0.8653846153846154,2000,0.1346153846153846
2000-06-22,01:16:00,"Shitai, China",WUHAN AIRLINES,343,Enshi - Wuhan,Xian Yunshuji Y-7-100C,44.0,40.0,4.0,44,40.0,4.0,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",2000-06-22 01:16:00,China,Shitai,False,passenger,Xian Aircraft Industrial Corporation,0.0,0.0,2000,1.0
2000-06-23,11:41:00,"Boca Raton, Florida",UNIVERSAL JET AVIATION,,Boca Raton - Fort Pierce,Learjet 55,3.0,1.0,2.0,3,1.0,2.0,Shortly after takeoff the aircraft impacted another plane and crashed to the ground. The failure of the pilot's of both airplanes to maintain a visual lookout while climbing and maneuvering resulting in an in-flight collision and subsequent collision with residences and terrain.,2000-06-23 11:41:00,United States,Boca Raton,False,passenger,other,0.0,0.0,2000,1.0
2000-06-27,,"Off Shimano, Japan",MILITARY - JAPANESE AIR SELF-DEFENCE FORCE,,Training,Kawasaki C-1A,5.0,0.0,5.0,5,0.0,5.0,Crashed into the sea during a test flight.,,Japan,Off Shimano,False,military,Kawasaki Heavy Industries,0.0,0.0,2000,1.0
2000-07-02,10:50:00,"Off Cagayancillo, Philippines",MILITARY - PHILIPPINE AIR FORCE,,Cagayancillo - Puerto Princesa,GAF Nomad N-22C,15.0,11.0,4.0,14,10.0,4.0,"Engine problems forced the pilot to return to the airport. However, he overshot the runway and crashed into the sea. One passenger was rescued by fishermen. Major General Santiago Madrid, chief of the southwestern military command, killed.",2000-07-02 10:50:00,Philippines,Off Cagayancillo,False,military,other,1.0,0.06666666666666665,2000,0.9333333333333333
2000-07-08,19:50:00,"Near Villahermosa, Mexico",AEROCARIBE,7831,Tuxtla Gutierrez - Villahermosa,British Aerospace  BAe Jetstream 32EP,19.0,17.0,2.0,19,17.0,2.0,"The plane crashed into a heavily forested area 42 miles southeast of Villahermosa. There was fog and rain in the area  at the time.  Flying VFR, deviation to avoid weather resulted in spatial disorientation of the crew which led to descending below a safe flying altitude to clear high ground.",2000-07-08 19:50:00,Mexico,Near Villahermosa,False,passenger,KAI-Korea Aerospace Industries,0.0,0.0,2000,1.0
2000-07-09,08:37:00,"Villavicencio, Colombia",CORAL COLOMBIA,,Villavicencio - Mitu,Curtiss C-46A-60-CS,19.0,15.0,4.0,13,9.0,4.0,"The cargo plane had 19 people aboard when it crashed into a farm after losing the No. 2 engine, two minutes after taking off from Villavicencio.",2000-07-09 08:37:00,Colombia,Villavicencio,False,passenger,other,6.0,0.3157894736842105,2000,0.6842105263157895
2000-07-13,00:34:00,"Raleigh, North Carolina",WIN WIN AVIATION,,"Hinckley, IL - Louisburg, NC",de Havilland Canada DHC-6 Twin Otter 200,3.0,2.0,1.0,1,0.0,1.0,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.",2000-07-13 00:34:00,United States,Raleigh,False,passenger,De Havilland,2.0,0.6666666666666667,2000,0.3333333333333333
2000-07-17,07:34:00,"Patna, India",INDIAN AIRLINES/ALLIANCE AIRLINES,7412,Calcutta - Patna - Lucknow - New Delhi,Boeing B-737-2A8 Advanced,58.0,52.0,6.0,55,49.0,6.0,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a ""go-around procedure"" instead of an ""approach to stall recovery procedure"" resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",2000-07-17 07:34:00,India,Patna,False,passenger,Boeing,3.0,0.051724137931034475,2000,0.9482758620689655
2000-07-19,00:30:00,"Linneus, Maine",AIRWAVE TRANSPORT,9807,Moncton - Montreal,Grumman G-159 Gulfstream I,2.0,0.0,2.0,2,0.0,2.0,"After declaring an emergency the cargo plane crew requested the nearest airport. The aircraft soon after descended out of control and crashed on the eastern side of the Meduxnekeag River. The pilot-in-command's failure to maintain minimum control airspeed, which resulted in a loss of control. Factors in this accident were clouds, and a loss of engine power for undetermined reasons, while in cruise flight above the airplane's single engine service ceiling.",2000-07-19 00:30:00,United States,Linneus,False,passenger,Gulfstream,0.0,0.0,2000,1.0
2000-07-20,13:12:00,"Nassau, Bahamas",ALLIED AIR FREIGHT,,Nassau - Freeport,Douglas C-47A-10-DK,2.0,0.0,2.0,2,0.0,2.0,The cargo plane lost an engine on takeoff lost altitude and crashed 2 miles east of the airport.,2000-07-20 13:12:00,Bahamas,Nassau,False,passenger,Douglas Aircraft Company,0.0,0.0,2000,1.0
2000-07-21,10:20:00,"Maui, Hawaii",BLUE HAWAIIAN HELICOPTERS,,Sight seeing,Aerospatiale AS355-F1,7.0,6.0,1.0,7,6.0,1.0,"The helicopter, on a sightseeing tour, crashed into mountains on the western slopes of Maui at an elevation of 2,850 feet inclement weather.",2000-07-21 10:20:00,United States,Maui,False,passenger,other,0.0,0.0,2000,1.0
2000-07-25,16:44:00,"Gonesse, France",AIR FRANCE,4590,Paris - New York City,Aerospatiale BAe Concorde 101,109.0,100.0,9.0,109,100.0,9.0,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history. The French government convicted Continental and a Continental mechanic of a crime but an appeals court reversed the decision.",2000-07-25 16:44:00,France,Gonesse,False,passenger,other,0.0,0.0,2000,1.0
2000-07-26,06:00:00,"Mafraq, Jordan",MILITARY - ROYAL JORDANIAN AIR FORCE,,,Lockheed C-130H Hercules,13.0,,,13,,,Crashed on a training flight.,2000-07-26 06:00:00,Jordan,Mafraq,False,military,Lockheed Martin,0.0,0.0,2000,1.0
2000-07-27,10:31:00,"Jodhura, Nepal",ROYAL NEPAL AIRLINES,,Bajhang - Dhangadhi,de Havilland Canada DHC-6 Twin Otter 300,25.0,22.0,3.0,25,22.0,3.0,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.",2000-07-27 10:31:00,Nepal,Jodhura,False,passenger,De Havilland,0.0,0.0,2000,1.0
2000-08-02,08:45:00,"Cubatao, Brazil",AIR TAXI - LIDER AIR TAXI,,Cubatao - Navegantes,Sikorsky S-76,6.0,5.0,1.0,6,5.0,1.0,"The helicopter exploded and crashed from a height of 1,000 ft.",2000-08-02 08:45:00,Brazil,Cubatao,False,passenger,Sikorsky Aircraft Corporation,0.0,0.0,2000,1.0
2000-08-06,15:55:00,"Puerto Montt, Chile",MILITARY - FUERZA AÉREA DE CHILE,-,Santiago - Coihaique,Casa 212-AB10 Aviocar,14.0,10.0,4.0,14,10.0,4.0,The aircraft crashed into a volcano after the pilot reported he was diverting to Puerto Montt because of ice formation on the wings. The wreckage was found 15 days later.,2000-08-06 15:55:00,Chile,Puerto Montt,False,military,other,0.0,0.0,2000,1.0
2000-08-09,08:00:00,"Burlington Township, New Jersey",PATUXENT AIRWAYS / PRIVATE,,"Lakehurst, NY - Patuxent River, MD",Piper Navajo PA-31/ Piper Seminole PA-44,11.0,8.0,3.0,11,8.0,3.0,"The two aircraft collided over a central New Jersey subdivision, scattering debris over a wide area. The Navajo had taken off from Lakehurst Naval Air Station and the Seminole from Northeast Philadelphia Airport.  The Navajo crashed into a two-story house while the Seminole fell into a soybean field. Two pilots and seven passenger were killed on the Navajo as were a pilot instructor and his student on the Seminole. Failure of the pilots of the two airplanes to see and avoid each other and maintain proper airspace separation during visual flight rules.",2000-08-09 08:00:00,United States,Burlington Township,False,passenger,Piper,0.0,0.0,2000,1.0
2000-08-12,,"Near Tshikapa, Congo",STAER AIR,,Kinshasa - Tshikapa,Antonov AN-26B,27.0,21.0,6.0,27,21.0,6.0,The plane was approaching Tshikapa and the pilot informed the tower that it was having difficulties with its landing gear. The tower told the pilot to do a low fly-by for an evaluation and then make an emergency landing but the pilot refused and attempted to return to Kinshasa. The plane crashed 40 miles north of Tshikapa.,,Congo,Near Tshikapa,False,passenger,Antonov,0.0,0.0,2000,1.0
2000-08-23,19:30:00,"Off Manama, Bahrain",GULF AIR,072,Cairo - Manama,Airbus A320-212,143.0,135.0,8.0,143,135.0,8.0,"The aircraft crashed into the Persian Gulf and exploded in flames while attempting to land at Bahrain International Airport. The crew decided to perform a missed approach after it was determined the aircraft was coming in too high and fast. Instructions were given for a 180 degree turn and climb to 2,500 feet. While performing the missed approach the plane suddenly descended rapidly from an altitude of 1,000 feet and crashed into the shallow waters of the gulf approximately 1 mile from the airport. The accident was a result of a fatal combination of factors, including the captain's failure to comply with standard operating procedures and the copilot's actions in not drawing the captain's attention to the deviations of the aircraft from the standard flight parameters. The captain may have suffered a ""spatial disorientation"" to ground warning systems, which could have made him falsely perceive the aircraft was pitching up. He responded by making a nose down input, resulting in the aircraft starting to descend, when aircraft warning systems were saying he should increase altitude.",2000-08-23 19:30:00,Bahrain,Off Manama,False,passenger,Airbus,0.0,0.0,2000,1.0
